iter	Logloss
117	0.2297575096
118	0.2288645837
119	0.2283456414
120	0.2281227397
121	0.2279529349
122	0.2277489443
123	0.2275288753
124	0.2266510631
125	0.226005714
126	0.2256211524
127	0.2254018145
128	0.2250755757
129	0.2243860701
130	0.2241044003
131	0.2239843015
132	0.2238482309
133	0.2232773961
134	0.2230523488
135	0.2227683169
136	0.2223945437
137	0.2216996974
138	0.2215546856
139	0.2212431056
140	0.2210674443
141	0.2208423306
142	0.220614788
143	0.2204795185
144	0.2201335289
145	0.2200368303
146	0.2196402344
147	0.219490901
148	0.2191044012
149	0.2186081867
150	0.2183288534
151	0.2181035887
152	0.2178465696
153	0.2175699864
154	0.2173629903
155	0.2169400822
156	0.2167311436
157	0.2165926566
158	0.2160687709
159	0.2158831357
160	0.215650599
161	0.2152288712
162	0.2150496018
163	0.2148463454
164	0.2147146626
165	0.214292015
166	0.2140413737
167	0.2136970559
168	0.2135085202
169	0.2134053068
170	0.2132255884
171	0.2131058391
172	0.2127141801
173	0.2126031603
174	0.2120745052
175	0.211868192
176	0.2116693234
177	0.2115600092
178	0.2113570691
179	0.2112801367
180	0.2108578249
181	0.210572748
182	0.2104490234
183	0.2103082173
184	0.2102096441
185	0.2100684968
186	0.2097501526
187	0.2096432729
188	0.209563196
189	0.2094008498
190	0.2093061588
191	0.2091720316
192	0.2089705274
193	0.2086358788
194	0.20859185
195	0.2084985994
196	0.2083883786
197	0.2083116987
198	0.2080726789
199	0.2079376973
200	0.2078044738
201	0.2077310553
202	0.2075379887
203	0.2073742209
204	0.2072705189
205	0.2070358238
206	0.2066184333
207	0.2065419341
208	0.2064543258
209	0.2063386474
210	0.2060474509
211	0.2059559921
212	0.2058339339
213	0.2056034223
214	0.2054714439
215	0.2052360551
216	0.2051448399
217	0.2051100266
218	0.2047410579
219	0.2044331745
220	0.2042839209
221	0.2041822842
222	0.2040441506
223	0.2038803461
224	0.2036734042
225	0.20357898
226	0.2034589532
227	0.2033854974
228	0.2032205657
229	0.2031590033
230	0.2029407145
231	0.2026179673
232	0.2025515359
233	0.2020546519
234	0.2019162363
235	0.2014943467
236	0.2014351108
237	0.2013477816
238	0.2011138616
239	0.2009609113
240	0.2008516748
241	0.2006634798
242	0.2005133763
243	0.2001936455
244	0.1999130752
245	0.1996920941
246	0.1994103761
247	0.1993256483
248	0.1987924244
249	0.1983225787
250	0.1982377834
251	0.1981068063
252	0.1977369313
253	0.1975870785
254	0.197473573
255	0.1972362861
256	0.1968068763
257	0.1966680793
258	0.1966223006
259	0.1964780043
260	0.196394959
261	0.1961556784
262	0.1960759314
263	0.1958802245
264	0.1957072802
265	0.1955851864
266	0.1954803042
267	0.1953881472
268	0.1952974062
269	0.1952057116
270	0.1949463697
271	0.1946778897
272	0.1946231444
273	0.1945681587
274	0.1944539836
275	0.194231342
276	0.1941291209
277	0.193975622
278	0.1938486252
279	0.1936015522
280	0.193271234
281	0.1930737671
282	0.1929808092
283	0.1927962772
284	0.1927061269
285	0.1923656135
286	0.1921389117
287	0.1920415214
288	0.1917561151
289	0.1916640341
290	0.1913886004
291	0.1912246946
292	0.1908727063
293	0.1907394295
294	0.190657998
295	0.1902503987
296	0.1901855757
297	0.1901325584
298	0.189938326
299	0.1897916998
300	0.1895357223
301	0.1892335888
302	0.1890077426
303	0.1887458233
304	0.1885246421
305	0.1883760593
306	0.1882498889
307	0.1881352963
308	0.1879661492
309	0.187899382
310	0.1877082765
311	0.187622183
312	0.18737671
313	0.1873067647
314	0.1871753002
315	0.187019524
316	0.1866984311
317	0.1865959866
318	0.1864897759
319	0.1863710304
320	0.1862802462
321	0.1859627692
322	0.1856126552
323	0.185536384
324	0.1854054798
325	0.1852288184
326	0.1851589691
327	0.1850167422
328	0.1848996836
329	0.1848226798
330	0.1845723813
331	0.1844905713
332	0.1843276251
333	0.1842000078
334	0.1838929828
335	0.1836520706
336	0.1835705917
337	0.1833275346
338	0.1831324499
339	0.1830563753
340	0.1829976599
341	0.1828544809
342	0.1826867589
343	0.1826497772
344	0.1825346556
345	0.1824377913
346	0.1823448851
347	0.1823028141
348	0.1821941043
349	0.1821555927
350	0.1821122493
351	0.1820066209
352	0.1819023943
353	0.1818329762
354	0.1817212331
355	0.1816568186
356	0.1816165968
357	0.1814339289
358	0.1813860089
359	0.1812966294
360	0.1811875415
361	0.1810928204
362	0.1810002953
363	0.1809455074
364	0.1808034581
365	0.1807632042
366	0.1806988817
367	0.1806374922
368	0.1805209346
369	0.1804405038
370	0.1803589164
371	0.1802891761
372	0.180191323
373	0.1800241189
374	0.1799197711
375	0.1797940553
376	0.1795478985
377	0.1794819792
378	0.1794475823
379	0.1793864615
380	0.179288098
381	0.1791754058
382	0.1791446673
383	0.1790532595
384	0.1789897016
385	0.1789275082
386	0.1788271539
387	0.1787359363
388	0.1786592393
389	0.1785998457
390	0.1784159813
391	0.1783134882
392	0.1782510292
393	0.178184322
394	0.1781147448
395	0.1779927094
396	0.177916807
397	0.1778320373
398	0.1777771994
399	0.1776906153
400	0.1776136381
401	0.1775569958
402	0.1774997585
403	0.1774213604
404	0.1773551687
405	0.177195849
406	0.1770917844
407	0.1769603849
408	0.1768062765
409	0.1766894539
410	0.1765843109
411	0.1764156103
412	0.1763359508
413	0.176311607
414	0.1762263305
415	0.1761489873
416	0.1760042583
417	0.1758596896
418	0.175791253
419	0.1757598263
420	0.1756861217
421	0.1756338355
422	0.175573241
423	0.1754250862
424	0.1753613551
425	0.1752822682
426	0.1751570872
427	0.175070094
428	0.1749633291
429	0.174896375
430	0.174845168
431	0.1747397321
432	0.1746773003
433	0.1746438754
434	0.1744634617
435	0.1744019937
436	0.1742816677
437	0.1741855321
438	0.1740937946
439	0.1740489829
440	0.1740178763
441	0.1739504152
442	0.1738795518
443	0.1738316669
444	0.1737159196
445	0.173603011
446	0.173493553
447	0.1734244058
448	0.1733450391
449	0.1731942961
450	0.1731023063
451	0.1729523819
452	0.1728261628
453	0.1727590602
454	0.1726719171
455	0.1726276972
456	0.172577445
457	0.1725217306
458	0.1724517871
459	0.1723513916
460	0.172313533
461	0.172255973
462	0.1721632414
463	0.1721373753
464	0.1720750477
465	0.1719971624
466	0.1719674887
467	0.1719174964
468	0.1717973467
469	0.1717347767
470	0.1716564537
471	0.1715985806
472	0.1714934576
473	0.1714309427
474	0.1713228346
475	0.1712654369
476	0.171211757
477	0.1711414838
478	0.1711217758
479	0.1709995965
480	0.170947857
481	0.1708903046
482	0.1708674642
483	0.1707715687
484	0.1706915258
485	0.1706679496
486	0.1706070939
487	0.1705291776
488	0.1704783998
489	0.1704409444
490	0.1703191479
491	0.1702595049
492	0.1702151778
493	0.1701313754
494	0.1700584432
495	0.1699070678
496	0.1698739989
497	0.1697901571
498	0.1696988097
499	0.1696583235
500	0.1695658799
501	0.1694820468
502	0.169421113
503	0.1693882762
504	0.1693348904
505	0.1693282992
506	0.1692862194
507	0.1692387752
508	0.1691942013
509	0.169099912
510	0.1690245927
511	0.1689617441
512	0.168909459
513	0.1688101418
514	0.168751972
515	0.1686251771
516	0.1684506075
517	0.1684100337
518	0.1682970315
519	0.1682479262
520	0.1681871186
521	0.1680408743
522	0.1679898226
523	0.167915639
524	0.1678627717
525	0.1678032538
526	0.1676894626
527	0.1676011039
528	0.167558711
529	0.1674711859
530	0.167415951
531	0.1673276861
532	0.1671862044
533	0.1671379576
534	0.1670204806
535	0.1669682495
536	0.1669253845
537	0.1668552971
538	0.1667301158
539	0.1666600276
540	0.1666233435
541	0.166564401
542	0.1664795496
543	0.1664556631
544	0.1664204958
545	0.1663572222
546	0.1663253095
547	0.1663061647
548	0.166284559
549	0.166194769
550	0.1661107443
551	0.166047325
552	0.1660116099
553	0.1659820653
554	0.1658499606
555	0.1658003865
556	0.1657426758
557	0.1657220955
558	0.1656766696
559	0.1655807574
560	0.1655098375
561	0.1654386615
562	0.1653050904
563	0.1652567514
564	0.1652054669
565	0.1651438989
566	0.1650774333
567	0.1650394155
568	0.1649812522
569	0.1649041049
570	0.1648835374
571	0.1648614943
572	0.1648064824
573	0.1647674347
574	0.1646949263
575	0.1646250851
576	0.1645541407
577	0.1645020233
578	0.1644719129
579	0.1644170228
580	0.1643733512
581	0.1643197557
582	0.1642861864
583	0.1642278269
584	0.1641843734
585	0.1641161596
586	0.1640608356
587	0.1640403615
588	0.1639565472
589	0.1639162412
590	0.163869963
591	0.1638035008
592	0.1637200229
593	0.1636958164
594	0.1636667589
595	0.163566805
596	0.1635230359
597	0.163461537
598	0.1634259453
599	0.1633671989
600	0.1633309112
601	0.1632953068
602	0.1632395792
603	0.1631558281
604	0.1631111572
605	0.1630704431
606	0.1630085742
607	0.162956595
608	0.162931044
609	0.1628607517
610	0.1628123207
611	0.1627420468
612	0.1626938201
613	0.1626535376
614	0.1626149096
615	0.1625854212
616	0.1625056786
617	0.1624545465
618	0.1623966755
619	0.1623130931
620	0.1622048866
621	0.1621838594
622	0.1621339546
623	0.1620946748
624	0.162009644
625	0.1619555344
626	0.1618401925
627	0.1617588056
628	0.16172053
629	0.161697053
630	0.1616814865
631	0.1616191057
632	0.1615853769
633	0.1615486171
634	0.1615130541
635	0.1614677927
636	0.161435592
637	0.1613473935
638	0.1612439379
639	0.1611928391
640	0.161138433
641	0.1610921216
642	0.1610476866
643	0.1610210775
644	0.1609800751
645	0.1608908244
646	0.1608452149
647	0.1607149078
648	0.1606421228
649	0.1605547619
650	0.160497334
651	0.1604604556
652	0.1604135472
653	0.1603442512
654	0.1603145636
655	0.1602843777
656	0.160199204
657	0.1601694679
658	0.1600671235
659	0.1600313833
660	0.1599795161
661	0.1599390725
662	0.1599151454
663	0.1598799054
664	0.1597938759
665	0.1597638265
666	0.159703978
667	0.1596784881
668	0.1596195688
669	0.1595514721
670	0.159499472
671	0.1594204602
672	0.1593758051
673	0.1593111714
674	0.1592612546
675	0.1592121836
676	0.159179283
677	0.1591373923
678	0.1590788509
679	0.1590418043
680	0.1589893983
681	0.158906636
682	0.1588784909
683	0.1588449229
684	0.1588036845
685	0.158745283
686	0.1587073036
687	0.1586715884
688	0.1586361057
689	0.1585828995
690	0.1585669461
691	0.1585211292
692	0.1584738552
693	0.15844306
694	0.1584070806
695	0.1583726424
696	0.1583467061
697	0.1582724845
698	0.1582164798
699	0.1581221291
700	0.158080306
701	0.1580376027
702	0.1580028454
703	0.1579651714
704	0.1579358652
705	0.1578927881
706	0.1578687325
707	0.1578082197
708	0.157748287
709	0.1577058602
710	0.1576476819
711	0.1576150139
712	0.1575941189
713	0.1575714631
714	0.1575193664
715	0.1574856984
716	0.1574427779
717	0.1574104883
718	0.1573820002
719	0.1573457092
720	0.1573113536
721	0.1572731893
722	0.1572402466
723	0.1571986585
724	0.1571687467
725	0.1570820003
726	0.1570645119
727	0.1570004366
728	0.1569796482
729	0.156928144
730	0.1568641936
731	0.1568312495
732	0.1568051525
733	0.1567546898
734	0.1567277698
735	0.1567120547
736	0.1566727143
737	0.1565700618
738	0.1565227184
739	0.156486684
740	0.1564162911
741	0.1564045686
742	0.1563664632
743	0.1562752963
744	0.1562476064
745	0.1561630116
746	0.156151258
747	0.156125456
748	0.1560967521
749	0.1560472891
750	0.156006413
751	0.1559872333
752	0.1559707479
753	0.1559325766
754	0.1558983379
755	0.1558659416
756	0.1558266163
757	0.1557824442
758	0.1557378158
759	0.1557088327
760	0.1556702966
761	0.155652261
762	0.1556099024
763	0.1555895899
764	0.1555591445
765	0.1555264117
766	0.155447774
767	0.1553956703
768	0.1553600854
769	0.1553458233
770	0.1553161255
771	0.1552800597
772	0.1552337996
773	0.1551962052
774	0.1551415722
775	0.1551131309
776	0.1550800292
777	0.1550202862
778	0.1549562808
779	0.1549079202
780	0.1548092995
781	0.1547804266
782	0.154730893
783	0.1547160155
784	0.1546938956
785	0.1546686051
786	0.1546510392
787	0.1546274358
788	0.1546147654
789	0.1545875762
790	0.1545517216
791	0.1545259493
792	0.1544530486
793	0.1543691198
794	0.1543298203
795	0.1542787726
796	0.1542273
797	0.1541944535
798	0.1541590644
799	0.1541211649
800	0.1541054446
801	0.1540750501
802	0.1539975097
803	0.1539558163
804	0.1539040632
805	0.153889173
806	0.1538331864
807	0.1538155713
808	0.153769042
809	0.1537207839
810	0.153673518
811	0.1536456598
812	0.1536198258
813	0.1535902592
814	0.1535537206
815	0.1534946133
816	0.1534754559
817	0.1533872162
818	0.1533604281
819	0.1533228249
820	0.1533051931
821	0.1532633397
822	0.1532257284
823	0.1531740262
824	0.1531076263
825	0.153029034
826	0.1530081298
827	0.1529903065
828	0.1529452375
829	0.1528757412
830	0.1528160464
831	0.1527959593
832	0.1527614096
833	0.1526912272
834	0.152650802
835	0.1526168802
836	0.1525774567
837	0.1525011826
838	0.1524597748
839	0.1524219141
840	0.1523883671
841	0.1523552276
842	0.1522781046
843	0.1522544146
844	0.1522320197
845	0.1521938101
846	0.1521631507
847	0.1521077739
848	0.1520508055
849	0.1520138578
850	0.151942093
851	0.151880233
852	0.1518512619
853	0.1517813132
854	0.1517484426
855	0.1517138942
856	0.1516451768
857	0.1515933693
858	0.1515609958
859	0.1515202144
860	0.1514940534
861	0.1514540257
862	0.1513936593
863	0.1513662723
864	0.1513552012
865	0.1513172255
866	0.1512639513
867	0.1512289522
868	0.1511734725
869	0.1511410015
870	0.1510717358
871	0.1510301011
872	0.1510083248
873	0.1509611316
874	0.1509388118
875	0.1509046247
876	0.1508456385
877	0.1508118639
878	0.1507854919
879	0.150727908
880	0.1506723687
881	0.15063795
882	0.1506004692
883	0.1505588895
884	0.1504893737
885	0.1504483775
886	0.1504124091
887	0.1503775329
888	0.1503457186
889	0.1503043245
890	0.1502557819
891	0.1502070151
892	0.1501687043
893	0.1501423108
894	0.1501104997
895	0.1500944483
896	0.1500627257
897	0.1500400037
898	0.1500028693
899	0.1499531158
900	0.1499360063
901	0.1499069829
902	0.1498346925
903	0.1498052271
904	0.1497706379
905	0.1497439579
906	0.149712072
907	0.1496720782
908	0.1496380871
909	0.1496120761
910	0.1495781771
911	0.1495633915
912	0.1495087801
913	0.1494656864
914	0.1494338504
915	0.1493950194
916	0.1493862198
917	0.1493529957
918	0.149313457
919	0.1492499232
920	0.1492131289
921	0.1491972801
922	0.1491885773
923	0.1491691531
924	0.1491326599
925	0.1491119886
926	0.149054554
927	0.1490164904
928	0.1489941067
929	0.148954099
930	0.1489024902
931	0.1488654083
932	0.148826523
933	0.1487958988
934	0.148773249
935	0.1487424239
936	0.1486979093
937	0.1486380072
938	0.1485828529
939	0.148544059
940	0.1485233766
941	0.1485115185
942	0.1484765692
943	0.148416426
944	0.1483743774
945	0.1483268036
946	0.1483072806
947	0.1482324229
948	0.1482055932
949	0.1481731059
950	0.148149517
951	0.1481426156
952	0.1481067358
953	0.1480945698
954	0.1480482414
955	0.1480189866
956	0.1479850913
957	0.1479393961
958	0.1478829236
959	0.1478719088
960	0.1478406301
961	0.1478070636
962	0.1477880725
963	0.1477585115
964	0.1476929764
965	0.1476817902
966	0.1476517591
967	0.1476190581
968	0.1475739665
969	0.147532226
970	0.1474632167
971	0.1474188348
972	0.1473908339
973	0.1473856014
974	0.1473397536
975	0.1473004355
976	0.1472565921
977	0.1472262694
978	0.1471781398
979	0.1471288101
980	0.1470925866
981	0.1470569502
982	0.147018203
983	0.1469900018
984	0.1469491994
985	0.1469173042
986	0.1468892988
987	0.1468526574
988	0.146817994
989	0.1467886391
990	0.1467773755
991	0.1467430853
992	0.1466914535
993	0.1466545362
994	0.1466157023
995	0.1465792188
996	0.1465468049
997	0.1465126417
998	0.1464799554
999	0.1464591759
